twitter_handle,lon,lat,msg,timestamp
trendinaliaAU,-24.9162,133.3931,@michaelhallida4 the 1st mention of 'The Breakfast Clubbing Season' appears on your TL. Now is Trending Topic in Australia! #trndnl,2015-07-05 11:55:08
scottanidea,-37.993389,145.076035,Quite literally an injection of flavour in these donuts @ The Local on Como https://t.co/bUCqfrzfGE,2015-07-05 11:55:08
ivanmysiv,-37.796111,144.943889,"Wind 3,4 m/s N. Barometer 1005,4 hPa, Falling slowly. Temperature 15,0 A2C. Rain today 0,0 mm. Humidity 50%",2015-07-05 11:55:11
navmathur,-27.4859,153.037844,Legend of Cricket! Sir Donald Bradman #Gabba #Lategram #Australia #Traveldiaries #Navneet @ The Gabba https://t.co/bvQ20bKSA8,2015-07-05 11:55:16
trendinaliaAU,-24.9162,133.3931,121 users and 126 tweets (76 RTs) in 2 hours made 'The Breakfast Clubbing Season' a Trending Topic in Australia. #trndnl,2015-07-05 11:55:24
trendinaliaAU,-24.9162,133.3931,"398,429 people could have seen 'The Breakfast Clubbing Season' since its 1st mention until it became a Trending Topic. #trndnl",2015-07-05 11:55:25
trendinaliaAU,-24.9162,133.3931,#Top3Apps for 'The Breakfast Clubbing Season'\n\nTwitter for iPhone 24%\nTwitter Web Client 23%\nTwitter for iPad 19%,2015-07-05 11:55:25
monamii13,-33.880376,151.214189,#FourthofJuly fun times with jacquelinevc and her #american crew.  #Merica #beerpong https://t.co/bwFqrpZaUS,2015-07-05 11:55:28
elyse_lu,-28.1632,153.548737,Sunday EVERYDAY || GromLife4Ever \n#snapperrocks #gromlife4ever #groms #kingofthegroms #surfing #surf https://t.co/8e3hbfdtZD,2015-07-05 11:55:30
carlaflores760,-33.861122,151.206544,"Me da miedo las alturas! Pero no puedo alejarme de mi ventana :) @ Shangri-La Hotel, Sydney https://t.co/ja6fStcNMe",2015-07-05 11:55:30
tmj_syd_mgmt,-33.868901,151.207091,Can you recommend anyone for this #BusinessMgmt #job? http://t.co/siZEZ2NyXx #Sydney #Hiring #TweetMyJobs,2015-07-05 11:55:32
J_JBriers,-33.878144,151.204496,Swindie Lunch! Huzzah #lunch #edcon  #sydney #jbyouvedoneitagain @ Sussex Centre Food Court https://t.co/LbVFnVwcny,2015-07-05 11:55:41
tmj_ast_jobs,-33.838634,151.207114,Join the First Data team! See our latest #IT #job opening here: http://t.co/BbsVEGyTfQ #NorthSydney #Hiring #TweetMyJobs,2015-07-05 11:55:43
julierobilard,-33.868796,151.217306,Just posted a photo @ Art Gallery of New South Wales https://t.co/FFSQTcpAAD,2015-07-05 11:55:47
ScottyDaly,-33.8,151283,"There are worse ways to kill time with a 5 hour delay in Sydney @ Manly, New South Wales, Australia https://t.co/XNpzG8gEG4",2015-07-05 11:55:48
scottanidea,-37.993389,145.076035,Wow @ The Local on Como https://t.co/o73WhZIifR,2015-07-05 11:55:49
DavidLennard,-33.800264,151.285057,#manly @ Manly Wharf Bar https://t.co/3fYGUPqQh8,2015-07-05 11:55:49
VirtualJukebox,-32.744687,151.586654,"Only Teardrops by Emmelie De Forest is #nowplaying in Hunter River Hotel, East Maitland.  Download it now at http://t.co/HgBJQkcwtg",2015-07-05 11:55:53
Memories2001,-33.951637,115.073599,"Margaret River looking good today so come explore, shop &amp; take back a little something for someone https://t.co/acajGnTrGm",2015-07-05 11:56:01
SallieAnnG,-33.679412,150.860881,Happy 13th Birthday to my wonderful nephew Caleb!  @ Riverstone NSW https://t.co/MZAdRcmb67,2015-07-05 11:56:02
ivanmysiv,-37.796111,144.943889,"Wind 3,4 m/s N. Barometer 1005,5 hPa, Falling. Temperature 15,0 A2C. Rain today 0,0 mm. Humidity 50%",2015-07-05 11:56:12
Sharonsmakeup,-33.895162,151.200231,"What an amazing week this has been,  first my nail polish hit the shops,  and then @vogueaustralia https://t.co/xCuOfLL78J",2015-07-05 11:56:17
meeksee,-32.058137,115.742105,Evening at the beach @ Bathers Beach House https://t.co/oMFLA74Lfr,2015-07-05 11:56:23
DalzTV,-27.610902,153.067106,MUST Check out this AWESOME Podcast: http://t.co/2hCJQjqOvX @AdamComedian @MMARoasted http://t.co/KlkShhc3Fa,2015-07-05 11:56:32
CBRGlassworks,-34.437609,150.424966,Planning to head to Melbourne for Parallels in Sept? Tickets on sale 6 July - they're likely to be snapped up fast! http://t.co/hGeZVxlwVg,2015-07-05 11:56:36
shayenecardoso,-31.952841,115.878224,"Eita que quadrilha boa, s! #FestaJunina #Perth #BrazilianParty @ East Perth Austrlia https://t.co/fIrFAplADO",2015-07-05 11:56:42
EzizliOrxan,-37.761124,144.970383,Freedom will always be stronger than barbarism.,2015-07-05 11:56:45
denasumadi,-33.873844,151.206748,#station #sydney#sydneystation #train #trains #town #townhall #aussie #australia @ Townhall Station https://t.co/2bD8YFR05U,2015-07-05 11:56:46
minh_t,-33.808241,151.185018,"I'm at Salvage Specialty Coffee - @salvagecoffee in Artarmon, New South Wales w/ @adrummond https://t.co/05CIj8BcSh",2015-07-05 11:56:53
randy_torres,-33.81394,151.24297,"Spit #Marina #ilovesydney #Australia #Sydney sydney @cityofsydney @australia #nature @ The Spit, New https://t.co/j7qG5qUAAb",2015-07-05 11:56:53
emgw_melbourne,-37.72958,144.741592,#Rescue: Caroline Springs. Going. Timeline: http://t.co/vcCXM9c1MQ http://t.co/48BgQGYf0M,2015-07-05 11:57:11
ivanmysiv,-37.796111,144.943889,"Wind 3,4 m/s N. Barometer 1005,4 hPa, Falling. Temperature 15,0 A2C. Rain today 0,0 mm. Humidity 50%",2015-07-05 11:57:11
carlaflores760,-33.861122,151.206544,"Como me encanta esta ciudad! Y Sigo sin despegarme de mi ventana jaja @ Shangri-La Hotel, Sydney https://t.co/r4yATAvfT5",2015-07-05 11:57:21
echieLIA,-38.416519,144.182004,First stop of the gorgeous Great Ocean trip. @ Anglesea Lookout https://t.co/rmWsK2wgey,2015-07-05 11:57:31
Benji_Chihuahua,-34.998767,117.94242,Long walk along the beach in #Albany #WesternAustralia.  Pooped out now. http://t.co/4i0R9RaLRH,2015-07-05 11:57:41
CoffeeBrothers1,-33.675358,151.306606,#Repost #thankyou  chlo86 \n\nSunday Breakfast was super tasty  #Sunday #brekky #poachedeggs https://t.co/jKqbRCGndj,2015-07-05 11:57:41
Thebosstanova,-33.87089,151.20125,At Madame Tussaud's  https://t.co/biMKtW6THx,2015-07-05 11:57:58
VirtualJukebox,-37.986289,145.20643,"Black Coffee by All Saints is #nowplaying in Genesis Dandedong, Dandenong.  Download it now at http://t.co/7c9zeiJMaA",2015-07-05 11:57:59
googuns_lulz,-21.729371,147.847312,d0f0bdc2a947b777ec0421a60b36d4083df89c6c1c6d647e49b998daa3d6635bae2626126f02f7d9f12320251a2077bcda7b1b07f62c56708546c7897e9b0126836113000000,2015-07-05 11:58:00
maullido_lunar,-35.365574,149.112945,Estoy al mnimo del IMC. Pero al menos no estoy desnutrida,2015-07-05 11:58:05
atrueblueaussie,-34.072019,150.827423,@duncanthementat Could always go home to Hubby for the best My Mum used to Still a dozen kids no help from SCARED family and Cops She paid!,2015-07-05 11:58:07
ivanmysiv,-37.796111,144.943889,"Wind 3,7 m/s N. Barometer 1005,3 hPa, Falling. Temperature 15,0 A2C. Rain today 0,0 mm. Humidity 50%",2015-07-05 11:58:12
Kim__9,-33.77705,151.120349,The wonderful @patricetipoki singing Defying Gravity flawlessly at Macquarie this morning. Who would https://t.co/I7RJ6MlVQU,2015-07-05 11:58:12
Sambo922,-27.473353,153.014396,Soho! #Flatmates #Australia #BBQ #SundaySesh #Korean #English #Japanese @ Soho Apartments https://t.co/XYD8igwKwq,2015-07-05 11:58:17
emgw_melbourne,-37.729572,144.741608,#NonStructureFire: Caroline Springs. Initiated. 2 Appliances. Timeline: http://t.co/IvfsxCSRLT http://t.co/XYh4hUabaV,2015-07-05 11:58:17
yukin08,-28.001758,153.430159,\nHappy\n\n#Happy #Beach #Surfersparadise #goldcoast # # # #love #stay https://t.co/B5TzYSNYOY,2015-07-05 11:58:21
TBAcarolinesilk,-37.836621,145.039673,Soft poached googie eggs on zucchini fritters roasted tomatoes and salad sprigs! #greatstarttoyourday https://t.co/OhKFABk547,2015-07-05 11:58:29
DigitalGodess,-33.850686,151284,Love this crazy beast. Clooney the French bulldog is a real character. #pets #pet #dog #dogstagram #sunday ... - http://t.co/19o9a3OIHR,2015-07-05 11:58:52
MelindaVee,-37.86742,144.891491,"Yesterday was such a miserable, cold day. Today, I'm blinded by the \n#bipolarweather #melbourne https://t.co/a3LGuMqW25",2015-07-05 11:58:55
axwxsxr,-15.450495,145.174736,Went to go for a swim in the river...but then saw this little boy hanging around http://t.co/BBoLB6ztGx,2015-07-05 11:59:00
ivanmysiv,-37.796111,144.943889,"Wind 3,1 m/s NNW. Barometer 1005,4 hPa, Falling. Temperature 15,0 A2C. Rain today 0,0 mm. Humidity 50%",2015-07-05 11:59:11
jonesytheteachr,-33.392564,151.470903,8-0 up. #onthebike @ Pat Morley Oval https://t.co/Rn2X7sFAxe,2015-07-05 11:59:15
emgw_melbourne,-37.829048,145.089462,#Incident: Surrey Hills. Initiated. 1 Appliance. Timeline: http://t.co/BOtcpgWR9a http://t.co/3vUL98tIIm,2015-07-05 11:59:28
Ph03n1ks,-26.383329,153.08385,\\o/ http://t.co/Aez3CdT2z0,2015-07-05 11:59:38
PF_Technologies,-32.745278,151.763056,"Wind 1.9 kts NW. Barometer 1020.3 mb, Falling. Temperature 16.9 C. Rain today 0.0 mm. Humidity 45%",2015-07-05 11:59:53
3031Weather,-37.793056,144.921944,"Wind 7.2 km/h ENE. Barometer 1014.7 hPa, Falling. Temperature 14.9 C. Rain today 0.0 mm. Humidity 57%",2015-07-05 12:00:01
CairnsWx,-16.921944,145.732778,"Wind 0.0 km/h ENE. Barometer 1009.1 mb, Falling slowly. Temperature 28.6 C. Rain today 0.0 mm. Humidity 10%",2015-07-05 12:00:02
fowlerd303,-37.976389,145.05,"Home Weather - Temp: 15.2 C. Wind: 9.8 km/h N. Barometer: 1019.0 mb, Falling slowly. Humidity: 50%.",2015-07-05 12:00:03
netooweb,-31.946667,115.993333,"Wind 2 km/h NNW. Barometer 1023.1 hPa, Rising slowly. Temperature 18.6 C. Rain today 0.0 mm. Humidity 84%",2015-07-05 12:00:03
HammondPark,-32.159444,115.853889,"Temp: 15.2C. Wind:4.6km/h. Pressure: 1007.1 hPa, Rising slowly. Humidity 99%. Rain Today 0.9mm. #HammondPark #Weather",2015-07-05 12:00:04
bikewatchbne,-27.472291,153.030639,The Alice St / Edward St station #6 is filling up. There is only one free spot left.,2015-07-05 12:00:08
HobartGPOClock,-42.882541,147.330281,BONG! BONG! BONG! BONG! BONG! BONG! BONG! BONG! BONG! BONG! BONG! BONG!,2015-07-05 12:00:10
bikewatchbne,-27.469501,153.004129,Station #135 at Park Rd / Railway Tce now has plenty of bikes for hire.,2015-07-05 12:00:11
ivanmysiv,-37.796111,144.943889,"Wind 2,7 m/s NNW. Barometer 1005,3 hPa, Falling. Temperature 14,9 A2C. Rain today 0,0 mm. Humidity 51%",2015-07-05 12:00:11
AL_FiN_07839216,-32.0455,141.2962,,2015-07-05 12:00:25
CocoMike27,-33.801589,151.012784,#Winter sun... Grabbing some energy before going to work... @ Gladstone Street https://t.co/klAMWDUywb,2015-07-05 12:00:26
WarrandyteFmWx,-34.859167,149.693611,"Wind 15.3 km/h N. Barometer 1005.8 hPa, Falling. Temperature 9.0 C. Rain today 0.0 mm. Humidity 58%",2015-07-05 12:00:27
trendinaliaAU,-24.9162,133.3931,1. #insiders\n2. #StoryBridge75\n3. #theboltreport\n4. #sbspopasia\n5. The Breakfast Clubbing Season\n\n2015/7/5 11:55 EST http://t.co/3f5QhuibxR,2015-07-05 12:00:35
trendinaliaAU,-24.9162,133.3931,6. #CopaAmericaFinal\n7. Alex McKinnon\n8. Higuain\n9. Davis Cup\n10. Spurs\n\n2015/7/5 11:55 EST #trndnl http://t.co/3f5QhuibxR,2015-07-05 12:00:35
Seluz_Fahik,-37.756267,144.975013,Listen to Flashlight by Jessie J on @AppleMusic. https://t.co/Wa6u9P32az,2015-07-05 12:00:35
HorsesSA,-35.036979,138.935332,Four sheltered yards for free use by riders and water tank book with council if u want to stay https://t.co/hsWpcX1OWs,2015-07-05 12:00:47
talkandspoon,-33.924351,151.255447,not sure what you're having for lunch? how about some french fare at @lepetitcoogee - now on the https://t.co/oLrmUpOHOD,2015-07-05 12:00:53
kategoodrich,-37.23474,145.051164,@Racingb_tch @lainie_york @Greg493 yeah I'd love to see them too Lainie :),2015-07-05 12:01:00
louman412,-27.957088,153.425231,Can't wait to spend time waiting in a line over &amp; over again. Already it has taken two hours to get here... https://t.co/FxfD6c5c9g,2015-07-05 12:01:02
DavidLennard,-33.799936,151.284268,#maxbrenner @ Max Brenner Chocolate Bar Manly https://t.co/zmZNdxyniN,2015-07-05 12:01:02
87noah,-33.934922,151.17327,"Traveling to Melbourne again for work.. (@ Sydney (Kingsford Smith) Airport (SYD) - @sydneyairport in Mascot, NSW) https://t.co/PJxOfHmfhy",2015-07-05 12:01:05
ivanmysiv,-37.796111,144.943889,"Wind 4,1 m/s NNW. Barometer 1005,3 hPa, Falling. Temperature 14,7 A2C. Rain today 0,0 mm. Humidity 51%",2015-07-05 12:01:11
CharleySDG,-37.798249,144.984176, Some Magic Eye Mandala moments on @jennpardo's sunny lunch break. \nTag https://t.co/BL3EPboaev,2015-07-05 12:01:15
treborkcul,-31.931892,115.941934,#fog#fogarama#aviation @ Perth DomesticAirport https://t.co/K0LRDPMcBF,2015-07-05 12:01:16
jsam_1967,-35.323888,149.155133,"Buying IPA (@ Fyshwick Fresh Food Markets - @fffm_market in Fyshwick, ACT w/ @neo_the_fat_cat) https://t.co/jTFF1NIAwp",2015-07-05 12:01:18
VirtualJukebox,-33.814195,151.006554,"Thinking Out Loud by Ed Sheeran is #nowplaying in Collector Hotel, Parramatta.  Download it now at http://t.co/eGlPO5hj0e",2015-07-05 12:01:41
Sezzy_DW,-37.899359,145.090049,#tiropita #vanilla #oakleigh #melbourne #greekfood @ Vanilla https://t.co/sPR2iW2pSu,2015-07-05 12:01:43
terrilla78,-37.794988,144.952748,"Bit late to this one, but nothing like a playground to bring the public to public open space http://t.co/aFXUvuAWrO",2015-07-05 12:01:49
TrendsSydney,-33.8671,151207,'joyce' is now trending in #Sydney http://t.co/pCmfpRNn0r,2015-07-05 12:02:01
lordlad,-27.963709,153.416464,I just finished running 42.45 km in 4h:32m:55s with #Endomondo #endorphins http://t.co/WdcNt511QS,2015-07-05 12:02:04
ivanmysiv,-37.796111,144.943889,"Wind 2,7 m/s NNW. Barometer 1005,3 hPa, Falling. Temperature 14,6 A2C. Rain today 0,0 mm. Humidity 51%",2015-07-05 12:02:11
missypsays,-36.712919,142.199659,"I'm at Horsham in Horsham, VIC https://t.co/ZuYwbUl9HY",2015-07-05 12:02:11
verimaz,-33.755297,151.298773,They couldn't resist the bluest of blue water in the brightest bright sunshine. @ Dee Why Beach Ocean https://t.co/heeO44aJOe,2015-07-05 12:02:15
percyandpercy,-36.754995,144.286958,What our favourite regulars do on a sunny Sunday!!! Sunday's in the courtyard!! Perfect!! @ Percy And https://t.co/g1PH7V2ZLV,2015-07-05 12:02:19
jsam_1967,-35.323884,149.155814,"Buying IPA (@ Plonk in Fyshwick, ACT w/ @neo_the_fat_cat) https://t.co/zu9PY2Gy2t",2015-07-05 12:02:21
JPunky87,-33.880741,151.215378,#4thofjuly #independanceday #friedchicken #americanburger # @ Surly's https://t.co/Zc8QKgjZE6,2015-07-05 12:02:25
Eganstown,-37.333333,144.019167,"Wind 0.0 km/h ---. Barometer 996.5 hPa, Falling. Temperature 11.3 C. Rain today 0.0 mm. Humidity 58%",2015-07-05 12:02:43
Monika_Rad,-33.861586,151.208002,Celebrating a gorgeous couple's wedding last night at @fourseasons\n\nDress: @galanni\nShoes: https://t.co/E46k7BXtXm,2015-07-05 12:02:44
atrueblueaussie,-34.071951,150.827563,@RobOakeshott1 Its not expenses its appearance fees Entertainment guaranteed Eats and all http://t.co/Mtc0r7urcT,2015-07-05 12:02:45
Whitsundaymeech,-27.926512,153.406083,@teamteegs 6 k out and she is getting in touch with her inner bitch #GCAM15 #MackayPride  #lovewhitsundays http://t.co/sbWqkRtnqe,2015-07-05 12:02:45
HillaryRayLaw,-33.877416,151.225069,@galka_max thank you!,2015-07-05 12:02:46
HillaryRayLaw,-33.877416,151.225069,@chrisnordlinger thank you!,2015-07-05 12:02:55
andreutow,-33.817452,151.00509,Parramatta station showing off that BIOS #photography #htconem9 @ Parramatta Station https://t.co/FeNnvC1Rc6,2015-07-05 12:02:57
ivanmysiv,-37.796111,144.943889,"Wind 2,0 m/s NNW. Barometer 1005,3 hPa, Falling. Temperature 14,5 A2C. Rain today 0,0 mm. Humidity 52%",2015-07-05 12:03:11
Missendeavour,-34.921093,138.595241,Pin up glamour #pinup #vintage #dress #ball #gown #redhead #blackandwhite #bw #selfie @ Adelaide https://t.co/6RiVNXaBNA,2015-07-05 12:03:12
jurgen,-37.826695,144.966538,Soft and hard; blue and brown. @ ACCA - Australian Centre for Contemporary Art https://t.co/lFa39yOvtG,2015-07-05 12:03:28
bne99,-32.009559,115.855942,"Off to perth (@ Canning Bridge Station - @transperth in Como, WA) https://t.co/ug6bZdLBnJ",2015-07-05 12:03:49
pete_meister,-33.839169,151.255152,"A nice little Sunday lunch with Joan +bump (@ Ripples at Chowder Bay in Mosman, NSW) https://t.co/EyG8XHf89K http://t.co/PI8T20NQD5",2015-07-05 12:03:54
emgw_melbourne,-37.72958,144.741592,#NonStructureFire: Caroline Springs. Going. Timeline: http://t.co/VkO6LVVwK7 http://t.co/BUex8vuXj7,2015-07-05 12:04:09
ivanmysiv,-37.796111,144.943889,"Wind 2,7 m/s NNW. Barometer 1005,4 hPa, Falling. Temperature 14,5 A2C. Rain today 0,0 mm. Humidity 52%",2015-07-05 12:04:11
aimeedovell,-27.47483,153.054881,The front runners @GCMarathon #thisisqueensland #GCAM15 #GoldCoast http://t.co/LCSWiymnN7,2015-07-05 12:04:31
wceazza,-38.1868,144.415787,@WestCoastEagles @Adelaide_FC #weflyasone #RIPPhilWalsh http://t.co/Ez0OgJqVcd,2015-07-05 12:04:45
jaddanbruhn,-33.976417,151.23742,Sunday.\n#blakmarkets #bareisland #laperouse #sydney #sydneymarkets #seesydney #seeaustralia https://t.co/VigWliE39I,2015-07-05 12:04:46
jwboxing01,-32.315263,148.729209,@IndigenousX @NACCHOAustralia @croakeyblog @IndigenousXLtd awesome I'll tag Yu in any this week,2015-07-05 12:05:04
TheScenicRoute_,-33.868131,151.195247,"Sydney, Australia ahhhhh we meet again! Happy 4th everyone  @ Star City Casino Soverign Room https://t.co/7tIBt0v13G",2015-07-05 12:05:07
ivanmysiv,-37.796111,144.943889,"Wind 3,4 m/s NNW. Barometer 1005,1 hPa, Falling. Temperature 14,3 A2C. Rain today 0,0 mm. Humidity 52%",2015-07-05 12:05:10
kcome,-33.886253,151.134304, #iphone6plus #nofilter @ Ashfield Park https://t.co/YJTXQ89Dsi,2015-07-05 12:05:16
zachary_santos,-33.731997,150.311977,Adventurin' 'round Echo Point at the Blue Mountains!  @ Echo Point &amp; Three Sisters Scenic https://t.co/Mekn7DSEWz,2015-07-05 12:05:18
lestwentyman20,-37.785571,144.897295,"Just in a puff a whole family, community and nation can be rocked to the core. If you play with ice we all PAY enormously in so many ways.",2015-07-05 12:05:35
bobbyking811,-33.870494,151.262869, @ Catalina Rose Bay https://t.co/KL2T0eTXVE,2015-07-05 12:05:35
Kim__9,-33.77705,151.120349,It's always a pleasure hearing @patricetipoki sing I Dreamed A Dream from #LesMisOz  @ Macquarie https://t.co/tJxCNnEOjT,2015-07-05 12:05:37
In2Adventure,-33.844536,151.067573,17 months to go #TreXTri @ Sydney Showground https://t.co/I5U0xW36Xj,2015-07-05 12:05:52
nealwalters_,-31.141937,148.402091,Exodus. @ Coonamble NSW https://t.co/XE2fYURuV3,2015-07-05 12:06:00
VirtualJukebox,-37.986289,145.20643,"A Kind Of Magic by Queen is #nowplaying in Genesis Dandedong, Dandenong.  Download it now at http://t.co/NqruXv35Sg",2015-07-05 12:06:03
doug_farr,-37.81687,144.965652,#Olio #cafe #Melbourne @ Melbourne Laneways https://t.co/bQwhYgdJuE,2015-07-05 12:06:05
polly1976,-27.612993,152.759296,Just a random #commodore #marlboro  #brock #richards #05 #ima05 #v8sc #hdt in #ipswich #ipswichqld https://t.co/dBIBmpQReG,2015-07-05 12:06:09
ivanmysiv,-37.796111,144.943889,"Wind 3,7 m/s NNW. Barometer 1005,2 hPa, Falling. Temperature 14,3 A2C. Rain today 0,0 mm. Humidity 52%",2015-07-05 12:06:10
alkearns01,-33.906557,151.268904,"Lying under 2 Palm trees In Bronte park after another big run. Just me and my thoughts, nice way to https://t.co/DA7nNXoCGt",2015-07-05 12:06:20
Littlemaymusic,-33.69889,151.151827,... To get ourselves some snacks  @ Upstairs from The Lobby https://t.co/TRrvVbcn5H,2015-07-05 12:06:29
